ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效
19161	N黄猿	1	1	0	15	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_huangyuan.png	person/poster_char_huangyuan.png	none	none	person/poster_char_huangyuan.png	fightNormalAttack.mp3
19162	N巴索米罗	1	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_xiong.png	person/poster_char_xiong.png	none	none	person/poster_char_xiong.png	fightNormalAttack.mp3
19163	N战桃丸	2	1	0	77	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_zhantaowan.png	person/poster_char_zhantaowan.png	none	none	person/poster_char_zhantaowan.png	fightNormalAttack.mp3
19164	PX-1	2	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_px.png	person/poster_char_px.png	none	none	person/poster_char_px.png	fightNormalAttack.mp3
19165	PX-1	2	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_px.png	person/poster_char_px.png	none	none	person/poster_char_px.png	fightNormalAttack.mp3
19166	PX-1	2	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_px.png	person/poster_char_px.png	none	none	person/poster_char_px.png	fightNormalAttack.mp3
19167	PX-1	2	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_px.png	person/poster_char_px.png	none	none	person/poster_char_px.png	fightNormalAttack.mp3
19168	PX-1	2	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_px.png	person/poster_char_px.png	none	none	person/poster_char_px.png	fightNormalAttack.mp3
20011	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20012	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20013	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20014	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20015	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20016	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20017	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20018	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20021	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20022	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20023	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20024	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20025	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20026	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20027	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20028	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20031	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20032	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20033	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20034	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20035	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20036	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20037	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20038	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20041	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20042	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20043	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20044	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20045	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20046	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20047	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20048	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20051	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20052	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20053	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20054	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20055	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20056	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20057	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20058	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20061	N鼯鼠	2	1	0	77	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20062	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20063	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20064	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20065	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20066	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20067	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20068	海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haijun2.png	person/poster_char_haijun2.png	none	none	person/poster_char_haijun2.png	fightNormalAttack.mp3
20071	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20072	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20073	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20074	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20075	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20076	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20077	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20078	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20081	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20082	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20083	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20084	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20085	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20086	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20087	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20088	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20091	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20092	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20093	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20094	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20095	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20096	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20097	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20098	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20101	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20102	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20103	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20104	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20105	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20106	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20107	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20108	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20111	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20112	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20113	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20114	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20115	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20116	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20117	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20118	女战士	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20121	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20122	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20123	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20124	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20125	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20126	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20127	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20128	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20131	N巴寇拉	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_bakoula.png	person/poster_char_bakoula.png	none	none	person/poster_char_bakoula.png	fightNormalAttack.mp3
20132	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20133	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20134	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20135	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20136	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20137	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20138	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20141	N桑达索尼亚	2	1	0	74	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_boyasangdasuoniya.png	person/poster_char_boyasangdasuoniya.png	none	none	person/poster_char_boyasangdasuoniya.png	fightNormalAttack.mp3
20142	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20143	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20144	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20145	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
20146	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20147	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20148	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi1.png	person/poster_char_nvzhanshi1.png	none	none	person/poster_char_nvzhanshi1.png	fightNormalAttack.mp3
20151	N玛丽哥鲁德	2	1	0	74	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_boyamaligelude.png	person/poster_char_boyamaligelude.png	none	none	person/poster_char_boyamaligelude.png	fightNormalAttack.mp3
20152	女战士	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_nvzhanshi2.png	person/poster_char_nvzhanshi2.png	none	none	person/poster_char_nvzhanshi2.png	fightNormalAttack.mp3
